ID	adj.P.Val	P.Value	t	B	logFC	GI	Gene.symbol	Gene.title
ILMN_1752877	0.85842686	3.93e-01	-8.68e-01	-5.70994	-4.17e-02	237757303	PHF1	PHD finger protein 1
ILMN_1809817	0.85842686	3.93e-01	-8.68e-01	-5.70994	-4.17e-02	194018461	CDHR3	cadherin related family member 3
ILMN_1877996	0.85842686	3.93e-01	-8.68e-01	-5.70994	-4.17e-02	6474008		
ILMN_3270846	0.85842686	3.93e-01	-8.68e-01	-5.70994	-4.17e-02	NA		
ILMN_3305988	0.85842686	3.93e-01	8.68e-01	-5.70994	4.17e-02	NA		
ILMN_1664565	0.85842686	3.93e-01	8.68e-01	-5.70994	4.17e-02	371502107	PROZ	protein Z, vitamin K dependent plasma glycoprotein
ILMN_1754126	0.85842686	3.93e-01	-8.68e-01	-5.70994	-4.17e-02	156938286	SH2D5	SH2 domain containing 5
ILMN_1761858	0.85842686	3.93e-01	-8.68e-01	-5.70994	-4.17e-02	300797049	MID1	midline 1
ILMN_1732198	0.85842686	3.93e-01	-8.68e-01	-5.70994	-4.17e-02	209977034	UTS2	urotensin 2
ILMN_1914034	0.85842686	3.93e-01	-8.68e-01	-5.70994	-4.17e-02	12302566		
ILMN_1703684	0.85842686	3.94e-01	8.66e-01	-5.71163	3.33e-02	316658932	NAP1L2	nucleosome assembly protein 1 like 2
ILMN_1675646	0.85842686	3.94e-01	8.66e-01	-5.71163	3.33e-02	47132546	FN1	fibronectin 1
ILMN_1868037	0.85842686	3.94e-01	8.66e-01	-5.71163	3.33e-02	24806017		
ILMN_1758443	0.85842686	3.94e-01	-8.66e-01	-5.71163	-3.33e-02	1018191493	ANGPT4	angiopoietin 4
ILMN_1714253	0.85842686	3.94e-01	8.66e-01	-5.71163	3.33e-02	4501994	AGRP	agouti related neuropeptide
ILMN_1768072	0.85842686	3.94e-01	-8.66e-01	-5.71163	-3.33e-02	NA		
ILMN_1843303	0.85842686	3.94e-01	8.66e-01	-5.71163	3.33e-02	5547475		
ILMN_1855212	0.85842686	3.94e-01	-8.66e-01	-5.71163	-3.33e-02	19017460		
ILMN_3253637	0.85842686	3.94e-01	-8.66e-01	-5.71163	-3.33e-02	NA		
ILMN_3195658	0.85842686	3.94e-01	-8.66e-01	-5.71163	-3.33e-02	225579107	LINC01003	long intergenic non-protein coding RNA 1003
ILMN_1656882	0.85842686	3.94e-01	-8.66e-01	-5.71163	-3.33e-02	NA		
ILMN_1668466	0.85842686	3.94e-01	8.66e-01	-5.71163	3.33e-02	NA		
ILMN_1678895	0.85842686	3.94e-01	-8.66e-01	-5.71163	-3.33e-02	NA		
ILMN_1692871	0.85842686	3.94e-01	-8.66e-01	-5.71163	-3.33e-02	NA		
ILMN_1717925	0.85842686	3.94e-01	-8.66e-01	-5.71163	-3.33e-02	532524980	SIGMAR1	sigma non-opioid intracellular receptor 1
ILMN_1749379	0.85842686	3.94e-01	8.66e-01	-5.71163	3.33e-02	169790924	GALNT9	polypeptide N-acetylgalactosaminyltransferase 9
ILMN_1754643	0.85842686	3.94e-01	8.66e-01	-5.71163	3.33e-02	126362976	DGCR14	DiGeorge syndrome critical region gene 14
ILMN_1778143	0.85842686	3.94e-01	-8.66e-01	-5.71163	-3.33e-02	625180312	GRAP2	GRB2-related adaptor protein 2
ILMN_1818218	0.85842686	3.94e-01	8.66e-01	-5.71163	3.33e-02	4664627		
ILMN_1818542	0.85842686	3.94e-01	8.66e-01	-5.71163	3.33e-02	9181608		
ILMN_3188869	0.85842686	3.94e-01	-8.66e-01	-5.71163	-3.33e-02	NA		
ILMN_3235832	0.85842686	3.94e-01	8.66e-01	-5.71163	3.33e-02	NA		
ILMN_1691487	0.85842686	3.94e-01	-8.66e-01	-5.71163	-3.33e-02	42544228	TRAF2	TNF receptor associated factor 2
ILMN_1693838	0.85842686	3.94e-01	8.66e-01	-5.71163	3.33e-02	NA		
ILMN_1708248	0.85842686	3.94e-01	-8.66e-01	-5.71163	-3.33e-02	612149788	LILRB1	leukocyte immunoglobulin like receptor B1
ILMN_1795236	0.85842686	3.94e-01	8.66e-01	-5.71163	3.33e-02	310616713	SIGLEC9	sialic acid binding Ig like lectin 9
ILMN_3184595	0.85842686	3.94e-01	8.66e-01	-5.71163	3.33e-02	NA		
ILMN_1670748	0.85842686	3.94e-01	-8.66e-01	-5.71163	-3.33e-02	157502211	GALNT7	polypeptide N-acetylgalactosaminyltransferase 7
ILMN_1771410	0.85842686	3.94e-01	8.66e-01	-5.71163	3.33e-02	NA		
ILMN_2121316	0.85842686	3.94e-01	-8.66e-01	-5.71163	-3.33e-02	225690528	GORAB	golgin, RAB6 interacting
ILMN_3249197	0.85842686	3.94e-01	-8.66e-01	-5.71163	-3.33e-02	NA		
ILMN_3249491	0.85842686	3.94e-01	-8.66e-01	-5.71163	-3.33e-02	NA		
ILMN_3279575	0.85842686	3.94e-01	-8.66e-01	-5.71163	-3.33e-02	NA		
ILMN_3296208	0.85842686	3.94e-01	8.66e-01	-5.71163	3.33e-02	NA		
ILMN_1658608	0.85842686	3.94e-01	8.66e-01	-5.71163	3.33e-02	NA		
ILMN_1683933	0.85842686	3.94e-01	-8.66e-01	-5.71163	-3.33e-02	110225346	SERPINA9	serpin family A member 9
ILMN_1749867	0.85842686	3.94e-01	-8.66e-01	-5.71163	-3.33e-02	NA		
ILMN_1756755	0.85842686	3.94e-01	-8.66e-01	-5.71163	-3.33e-02	667751579	LINGO1	leucine rich repeat and Ig domain containing 1
ILMN_1779861	0.85842686	3.94e-01	-8.66e-01	-5.71163	-3.33e-02	296040501	FAM47A	family with sequence similarity 47 member A
ILMN_1804593	0.85842686	3.94e-01	8.66e-01	-5.71163	3.33e-02	571330754	HEPACAM2	HEPACAM family member 2
ILMN_1893010	0.85842686	3.94e-01	-8.66e-01	-5.71163	-3.33e-02	27877832		
ILMN_2071316	0.85842686	3.94e-01	8.66e-01	-5.71163	3.33e-02	15055547	FGF23	fibroblast growth factor 23
ILMN_2077736	0.85842686	3.94e-01	8.66e-01	-5.71163	3.33e-02	223555939	CLEC4GP1	C-type lectin domain family 4 member G pseudogene 1
ILMN_2200714	0.85842686	3.94e-01	-8.66e-01	-5.71163	-3.33e-02	52421348	OR4F3	olfactory receptor family 4 subfamily F member 3
ILMN_2296510	0.85842686	3.94e-01	8.66e-01	-5.71163	3.33e-02	157671930	SLC5A12	solute carrier family 5 member 12
ILMN_3262015	0.85842686	3.94e-01	8.66e-01	-5.71163	3.33e-02	NA		
ILMN_3304042	0.85842686	3.94e-01	8.66e-01	-5.71163	3.33e-02	NA		
ILMN_2052079	0.85842686	3.94e-01	-8.66e-01	-5.71163	-3.33e-02	1003088704	ZNF544	zinc finger protein 544
ILMN_1780047	0.85842686	3.94e-01	-8.66e-01	-5.71163	-3.33e-02	388240776	PLEKHG5	pleckstrin homology and RhoGEF domain containing G5
ILMN_2131336	0.85842686	3.94e-01	8.66e-01	-5.71163	3.33e-02	195972878	NEMP1	nuclear envelope integral membrane protein 1
ILMN_3241612	0.85842686	3.94e-01	8.66e-01	-5.71163	3.33e-02	NA		
ILMN_1678533	0.85842686	3.94e-01	8.66e-01	-5.71163	3.33e-02	257467605	SFTPA1	surfactant protein A1
ILMN_1713320	0.85842686	3.94e-01	8.66e-01	-5.71163	3.33e-02	NA		
ILMN_1720695	0.85842686	3.94e-01	8.66e-01	-5.71163	3.33e-02	NA		
ILMN_1748802	0.85842686	3.94e-01	-8.66e-01	-5.71163	-3.33e-02	224922754	OR2B3	olfactory receptor family 2 subfamily B member 3
ILMN_1759880	0.85842686	3.94e-01	-8.66e-01	-5.71163	-3.33e-02	NA		
ILMN_1775569	0.85842686	3.94e-01	8.66e-01	-5.71163	3.33e-02	387849281	CRISP2	cysteine rich secretory protein 2
ILMN_1907240	0.85842686	3.94e-01	8.66e-01	-5.71163	3.33e-02	2236539		
ILMN_2124585	0.85842686	3.94e-01	8.66e-01	-5.71163	3.33e-02	300795276	GREM1	gremlin 1, DAN family BMP antagonist
ILMN_3185242	0.85842686	3.94e-01	8.66e-01	-5.71163	3.33e-02	NA		
ILMN_3290417	0.85842686	3.94e-01	-8.66e-01	-5.71163	-3.33e-02	NA		
ILMN_3292297	0.85842686	3.94e-01	-8.66e-01	-5.71163	-3.33e-02	306518630	LOC100132146	uncharacterized LOC100132146
ILMN_1667266	0.85842686	3.94e-01	-8.66e-01	-5.71163	-3.33e-02	NA		
ILMN_1687094	0.85842686	3.94e-01	8.66e-01	-5.71163	3.33e-02	NA		
ILMN_3249501	0.85842686	3.94e-01	8.66e-01	-5.71163	3.33e-02	122937332	ZNF697	zinc finger protein 697
ILMN_1737230	0.85842686	3.94e-01	-8.66e-01	-5.71163	-3.33e-02	NA		
ILMN_3239500	0.85842686	3.94e-01	-8.66e-01	-5.71163	-3.33e-02	114205409	FAM135B	family with sequence similarity 135 member B
ILMN_1763540	0.85844714	3.94e-01	8.66e-01	-5.71167	7.50e-02	163644282	PSME4	proteasome activator subunit 4
ILMN_1732216	0.85863156	3.94e-01	8.66e-01	-5.71183	9.17e-02	150010642	NARS	asparaginyl-tRNA synthetase
ILMN_1678730	0.85865829	3.94e-01	8.66e-01	-5.7119	8.33e-02	51944952	NOMO1	NODAL modulator 1
ILMN_1657398	0.85865829	3.94e-01	-8.66e-01	-5.7119	-8.33e-02	NA		
ILMN_1765043	0.85917328	3.95e-01	-8.65e-01	-5.71235	-5.83e-02	78214520	RPL38	ribosomal protein L38
ILMN_1776325	0.85917328	3.95e-01	-8.65e-01	-5.71235	-5.83e-02	156630983	UBE2Q1	ubiquitin conjugating enzyme E2 Q1
ILMN_2378048	0.85917328	3.95e-01	-8.65e-01	-5.71235	-5.83e-02	970598245	HNRNPK	heterogeneous nuclear ribonucleoprotein K
ILMN_1765459	0.8592633	3.95e-01	-8.65e-01	-5.71249	-9.17e-02	66737369	S100A13	S100 calcium binding protein A13
ILMN_1664577	0.8592633	3.95e-01	8.65e-01	-5.71249	9.17e-02	576583529	DLD	dihydrolipoamide dehydrogenase
ILMN_1733690	0.8592633	3.95e-01	8.65e-01	-5.71249	9.17e-02	330864784	AKAP7	A-kinase anchoring protein 7
ILMN_1672264	0.85992889	3.95e-01	-8.64e-01	-5.71324	-2.50e-02	210147445	NXPE2	neurexophilin and PC-esterase domain family member 2
ILMN_1684931	0.85992889	3.95e-01	-8.64e-01	-5.71324	-2.50e-02	283837778	GPR119	G protein-coupled receptor 119
ILMN_2175727	0.85992889	3.95e-01	-8.64e-01	-5.71324	-2.50e-02	NA		
ILMN_1780373	0.85992889	3.95e-01	-8.64e-01	-5.71324	-2.50e-02	NA		
ILMN_1682487	0.85992889	3.95e-01	8.64e-01	-5.71324	2.50e-02	193211611	ADGRD1	adhesion G protein-coupled receptor D1
ILMN_1909784	0.85992889	3.95e-01	-8.64e-01	-5.71324	-2.50e-02	21391487	C21orf91-OT1	C21orf91 overlapping transcript 1
ILMN_1725649	0.85992889	3.95e-01	-8.64e-01	-5.71324	-2.50e-02	296011024	RAB41	RAB41, member RAS oncogene family
ILMN_1667641	0.85992889	3.95e-01	8.64e-01	-5.71324	2.50e-02	631790824	ACACA	acetyl-CoA carboxylase alpha
ILMN_1750664	0.85992889	3.95e-01	-8.64e-01	-5.71324	-2.50e-02	323362943	PPT2	palmitoyl-protein thioesterase 2
ILMN_1681576	0.85992889	3.95e-01	8.64e-01	-5.71324	2.50e-02	44662816	IQCF2	IQ motif containing F2
ILMN_1731745	0.86054382	3.96e-01	8.64e-01	-5.7137	1.75e-01	661567382	NINJ2	ninjurin 2
ILMN_1697218	0.86077044	3.96e-01	8.63e-01	-5.71399	5.83e-02	525313594	MED22	mediator complex subunit 22
ILMN_1761490	0.86077044	3.96e-01	8.63e-01	-5.71399	5.83e-02	577019574	ZNF75D	zinc finger protein 75D
ILMN_1654421	0.86077044	3.96e-01	8.63e-01	-5.71399	5.83e-02	508083048	MPHOSPH9	M-phase phosphoprotein 9
ILMN_1656807	0.86077044	3.96e-01	8.63e-01	-5.71399	5.83e-02	78190461	RPL27	ribosomal protein L27
ILMN_1687864	0.86077044	3.96e-01	8.63e-01	-5.71403	6.67e-02	38016921	POP5	POP5 homolog, ribonuclease P/MRP subunit
ILMN_1663416	0.86077044	3.96e-01	8.63e-01	-5.71403	6.67e-02	NA		
ILMN_3287093	0.8613813	3.96e-01	-8.63e-01	-5.71448	-9.17e-02	NA		
ILMN_2343036	0.86146151	3.96e-01	8.62e-01	-5.71465	7.50e-02	218083691	ZMYM5	zinc finger MYM-type containing 5
ILMN_1658992	0.86146151	3.96e-01	8.62e-01	-5.71465	7.50e-02	950426343	DPM1	dolichyl-phosphate mannosyltransferase subunit 1, catalytic
ILMN_1682062	0.86146151	3.96e-01	8.62e-01	-5.71465	7.50e-02	113204616	RYR1	ryanodine receptor 1
ILMN_1768050	0.86146151	3.96e-01	8.62e-01	-5.71465	6.67e-02	226528211	SCOC	short coiled-coil protein
ILMN_1703955	0.8615335	3.96e-01	-8.62e-01	-5.71509	-1.67e-01	335057518	FBXO32	F-box protein 32
ILMN_1705702	0.8615335	3.97e-01	8.62e-01	-5.71526	5.00e-02	NA		
ILMN_2359029	0.8615335	3.97e-01	8.62e-01	-5.71526	5.00e-02	116174749	AKIP1	A-kinase interacting protein 1
ILMN_2285568	0.8615335	3.97e-01	-8.62e-01	-5.71526	-5.00e-02	109148549	NAAA	N-acylethanolamine acid amidase
ILMN_3237966	0.8615335	3.97e-01	-8.62e-01	-5.71526	-5.00e-02	226437603	KDM2A	lysine demethylase 2A
ILMN_1699778	0.8615335	3.97e-01	-8.62e-01	-5.71526	-5.00e-02	222136625	NKIRAS2	NFKB inhibitor interacting Ras like 2
ILMN_1701455	0.8615335	3.97e-01	-8.62e-01	-5.71526	-5.00e-02	209915567	FBXO6	F-box protein 6
ILMN_1769571	0.8615335	3.97e-01	8.62e-01	-5.71526	5.00e-02	NA		
ILMN_1670037	0.8615335	3.97e-01	-8.62e-01	-5.71526	-5.00e-02	219879829	POLR2L	RNA polymerase II subunit L
ILMN_1794866	0.8615335	3.97e-01	8.62e-01	-5.71526	5.00e-02	NA		
ILMN_1726636	0.8615335	3.97e-01	8.62e-01	-5.71526	5.00e-02	546231433	HECTD2	HECT domain E3 ubiquitin protein ligase 2
ILMN_1753890	0.8615335	3.97e-01	-8.62e-01	-5.71526	-5.00e-02	109948301	TMEM97	transmembrane protein 97
ILMN_1776334	0.8615335	3.97e-01	8.62e-01	-5.71526	5.00e-02	359751463	UXS1	UDP-glucuronate decarboxylase 1
ILMN_1696383	0.8615335	3.97e-01	-8.62e-01	-5.71526	-5.00e-02	225543171	POP4	POP4 homolog, ribonuclease P/MRP subunit
ILMN_1799614	0.8615335	3.97e-01	8.62e-01	-5.71526	5.00e-02	260656035	PNPLA6	patatin like phospholipase domain containing 6
ILMN_1765971	0.8615335	3.97e-01	8.62e-01	-5.71526	5.00e-02	148746190	MOGAT1	monoacylglycerol O-acyltransferase 1
ILMN_1880113	0.8615335	3.97e-01	8.62e-01	-5.71526	5.00e-02	27842321	ID2-AS1	ID2 antisense RNA 1 (head to head)
ILMN_3241254	0.8615335	3.97e-01	-8.62e-01	-5.71526	-5.00e-02	299829247	HAS2-AS1	HAS2 antisense RNA 1
ILMN_2379718	0.8615335	3.97e-01	-8.62e-01	-5.71526	-5.00e-02	565324199	RAB24	RAB24, member RAS oncogene family
ILMN_1764216	0.8615335	3.97e-01	8.62e-01	-5.71526	5.00e-02	53828733	OR5F1	olfactory receptor family 5 subfamily F member 1
ILMN_1904980	0.86179056	3.97e-01	-8.61e-01	-5.71547	-1.25e-01	6452408		
ILMN_1749341	0.86205779	3.97e-01	8.60e-01	-5.71637	4.17e-02	224282131	ANKRD30BL	ankyrin repeat domain 30B-like
ILMN_1739757	0.86205779	3.97e-01	8.60e-01	-5.71637	4.17e-02	NA		
ILMN_1715525	0.86205779	3.97e-01	-8.60e-01	-5.71637	-4.17e-02	NA		
ILMN_1749269	0.86205779	3.97e-01	8.60e-01	-5.71637	4.17e-02	1005261238	INPP5A	inositol polyphosphate-5-phosphatase A
ILMN_1781403	0.86205779	3.97e-01	8.60e-01	-5.71637	4.17e-02	NA		
ILMN_1659761	0.86205779	3.97e-01	8.60e-01	-5.71637	4.17e-02	NA		
ILMN_1743456	0.86205779	3.97e-01	-8.60e-01	-5.71637	-4.17e-02	88900496	ZCCHC14	zinc finger CCHC-type containing 14
ILMN_1797298	0.86205779	3.97e-01	8.60e-01	-5.71637	4.17e-02	747019227	ARMC7	armadillo repeat containing 7
ILMN_2349071	0.86205779	3.97e-01	8.60e-01	-5.71637	4.17e-02	296317281	ADGRG2	adhesion G protein-coupled receptor G2
ILMN_1752952	0.86205779	3.97e-01	8.60e-01	-5.71637	4.17e-02	615276304	MMP28	matrix metallopeptidase 28
ILMN_1813528	0.86205779	3.97e-01	8.60e-01	-5.71637	4.17e-02	290562712	CCBE1	collagen and calcium binding EGF domains 1
ILMN_1679381	0.86205779	3.97e-01	8.60e-01	-5.71637	4.17e-02	NA		
ILMN_1728933	0.86205779	3.97e-01	-8.60e-01	-5.71637	-4.17e-02	222446602	GOLGA6L1	golgin A6 family-like 1
ILMN_1688877	0.86205779	3.97e-01	-8.60e-01	-5.71637	-4.17e-02	948549896	DIRAS3	DIRAS family GTPase 3
ILMN_1731161	0.86205779	3.97e-01	8.60e-01	-5.71637	4.17e-02	NA		
ILMN_1746128	0.86205779	3.97e-01	8.60e-01	-5.71637	4.17e-02	157311621	ACSM2B	acyl-CoA synthetase medium-chain family member 2B
ILMN_1753040	0.86205779	3.97e-01	-8.60e-01	-5.71637	-4.17e-02	224451094	ASB7	ankyrin repeat and SOCS box containing 7
ILMN_1857439	0.86205779	3.97e-01	8.60e-01	-5.71637	4.17e-02	1550064	KLLN	killin, p53-regulated DNA replication inhibitor
ILMN_2099045	0.86205779	3.97e-01	8.60e-01	-5.71637	4.17e-02	190194354	KIAA1524	KIAA1524
ILMN_2411935	0.86205779	3.97e-01	-8.60e-01	-5.71637	-4.17e-02	359279856	KREMEN2	kringle containing transmembrane protein 2
ILMN_3274247	0.86205779	3.97e-01	8.60e-01	-5.71637	4.17e-02	NA		
ILMN_1718808	0.86205779	3.97e-01	-8.60e-01	-5.71637	-4.17e-02	387157885	AKAP10	A-kinase anchoring protein 10
ILMN_1746428	0.86205779	3.97e-01	8.60e-01	-5.71637	4.17e-02	262118264	RGPD1	RANBP2-like and GRIP domain containing 1
ILMN_1661424	0.86205779	3.97e-01	-8.60e-01	-5.71637	-4.17e-02	960513883	THAP6	THAP domain containing 6
ILMN_1816157	0.86205779	3.97e-01	-8.60e-01	-5.71637	-4.17e-02	14292080		
ILMN_2373073	0.86205779	3.97e-01	-8.60e-01	-5.71637	-4.17e-02	46255050	LIG4	DNA ligase 4
ILMN_1737991	0.86213225	3.97e-01	8.60e-01	-5.71645	9.17e-02	NA		
ILMN_1713732	0.8621764	3.97e-01	-8.60e-01	-5.71651	-6.67e-02	671696012	ABL1	ABL proto-oncogene 1, non-receptor tyrosine kinase
ILMN_1720623	0.86223735	3.97e-01	8.60e-01	-5.71658	1.00e-01	334724433	SYTL3	synaptotagmin like 3
ILMN_1704079	0.86235965	3.98e-01	-8.60e-01	-5.7167	-8.33e-02	335335001	RBM38	RNA binding motif protein 38
ILMN_1675483	0.86284231	3.98e-01	8.59e-01	-5.71723	5.83e-02	544346253	ANKMY1	ankyrin repeat and MYND domain containing 1
ILMN_1745005	0.86284231	3.98e-01	8.59e-01	-5.71723	5.83e-02	315360615	GGCT	gamma-glutamylcyclotransferase
ILMN_1762810	0.86284231	3.98e-01	8.59e-01	-5.71723	5.83e-02	28416901	IL1RL2	interleukin 1 receptor like 2
ILMN_2322842	0.86284231	3.98e-01	-8.59e-01	-5.71723	-5.83e-02	41872348	PPHLN1	periphilin 1
ILMN_1655654	0.86284231	3.98e-01	8.59e-01	-5.71723	5.83e-02	218749807	MPDU1	mannose-P-dolichol utilization defect 1
ILMN_1677085	0.86284231	3.98e-01	-8.59e-01	-5.71723	-5.83e-02	86990433	RGS19	regulator of G-protein signaling 19
ILMN_1740170	0.86284231	3.98e-01	8.59e-01	-5.71723	5.83e-02	671744849	CHCHD10	coiled-coil-helix-coiled-coil-helix domain containing 10
ILMN_1703132	0.86326197	3.98e-01	8.59e-01	-5.71758	7.50e-02	115430225	LYRM2	LYR motif containing 2
ILMN_1780861	0.86326197	3.98e-01	-8.59e-01	-5.71767	-1.00e-01	NA		
ILMN_3291715	0.86326197	3.99e-01	8.58e-01	-5.71854	5.00e-02	NA		
ILMN_3225669	0.86326197	3.99e-01	8.58e-01	-5.71854	5.00e-02	NA		
ILMN_2317751	0.86326197	3.99e-01	8.58e-01	-5.71854	5.00e-02	115430228	REC8	REC8 meiotic recombination protein
ILMN_2067444	0.86326197	3.99e-01	-8.58e-01	-5.71854	-5.00e-02	122937423	ONECUT3	one cut homeobox 3
ILMN_3251085	0.86326197	3.99e-01	8.58e-01	-5.71854	5.00e-02	207029414	RBBP4	RB binding protein 4, chromatin remodeling factor
ILMN_3291413	0.86326197	3.99e-01	8.58e-01	-5.71854	5.00e-02	NA		
ILMN_1655525	0.86326197	3.99e-01	-8.58e-01	-5.71854	-5.00e-02	186928862	FLCN	folliculin
ILMN_1659058	0.86326197	3.99e-01	-8.58e-01	-5.71854	-5.00e-02	393662473	PPP1R10	protein phosphatase 1 regulatory subunit 10
ILMN_2380754	0.86326197	3.99e-01	-8.58e-01	-5.71854	-5.00e-02	40805831	CCNG1	cyclin G1
ILMN_1654394	0.86326197	3.99e-01	8.58e-01	-5.71854	5.00e-02	NA		
ILMN_2098418	0.86326197	3.99e-01	8.58e-01	-5.71854	5.00e-02	194239682	GATSL3	GATS protein like 3
ILMN_3309074	0.86326197	3.99e-01	8.58e-01	-5.71854	5.00e-02	262206310	MIR215	microRNA 215
ILMN_1863284	0.86326197	3.99e-01	8.58e-01	-5.71854	5.00e-02	28145496		
ILMN_1721901	0.86326197	3.99e-01	-8.58e-01	-5.71854	-5.00e-02	558695409	CTNNAL1	catenin alpha like 1
ILMN_1768732	0.86326197	3.99e-01	8.57e-01	-5.71882	5.83e-02	385275071	SPAG16	sperm associated antigen 16
ILMN_1681103	0.86326197	3.99e-01	-8.57e-01	-5.71882	-5.83e-02	297307114	AQP1	aquaporin 1 (Colton blood group)
ILMN_3232219	0.86326197	3.99e-01	-8.57e-01	-5.71882	-5.83e-02	NA		
ILMN_1708375	0.86326197	3.99e-01	-8.57e-01	-5.71882	-5.83e-02	196049386	IRF1	interferon regulatory factor 1
ILMN_1811178	0.86326197	3.99e-01	-8.57e-01	-5.71882	-5.83e-02	225579091	SCAPER	S-phase cyclin A associated protein in the ER
ILMN_1660498	0.86326197	3.99e-01	-8.56e-01	-5.71951	-4.17e-02	197927095	RPS27	ribosomal protein S27
ILMN_1691522	0.86326197	3.99e-01	8.56e-01	-5.71951	4.17e-02	NA		
ILMN_1789162	0.86326197	3.99e-01	8.56e-01	-5.71951	4.17e-02	195232755	MAB21L2	mab-21 like 2
ILMN_1683470	0.86326197	3.99e-01	-8.56e-01	-5.71951	-4.17e-02	544583571	TMEM139	transmembrane protein 139
ILMN_1797972	0.86326197	3.99e-01	8.56e-01	-5.71951	4.17e-02	526253072	M1AP	meiosis 1 associated protein
ILMN_3310000	0.86326197	3.99e-01	8.56e-01	-5.71951	4.17e-02	262206203	MIR369	microRNA 369
ILMN_1796595	0.86326197	3.99e-01	8.56e-01	-5.71951	4.17e-02	170763485	C5orf22	chromosome 5 open reading frame 22
ILMN_1855171	0.86326197	3.99e-01	-8.56e-01	-5.71951	-4.17e-02	80817453		
ILMN_1662103	0.86326197	3.99e-01	8.56e-01	-5.71951	4.17e-02	NA		
ILMN_1674988	0.86326197	3.99e-01	8.56e-01	-5.71951	4.17e-02	574956966	ANAPC11	anaphase promoting complex subunit 11
ILMN_1731240	0.86326197	3.99e-01	8.56e-01	-5.71951	4.17e-02	219842354	FGF7	fibroblast growth factor 7
ILMN_1792415	0.86326197	3.99e-01	-8.56e-01	-5.71951	-4.17e-02	404247477	POMGNT2	protein O-linked mannose N-acetylglucosaminyltransferase 2 (beta 1,4-)
ILMN_1796751	0.86326197	3.99e-01	-8.56e-01	-5.71951	-4.17e-02	166235183	PALD1	phosphatase domain containing, paladin 1
ILMN_1849653	0.86326197	3.99e-01	8.56e-01	-5.71951	4.17e-02	28277113	CELF2-AS2	CELF2 antisense RNA 2
ILMN_3233968	0.86326197	3.99e-01	-8.56e-01	-5.71951	-4.17e-02	NA		
ILMN_3253598	0.86326197	3.99e-01	8.56e-01	-5.71951	4.17e-02	NA		
ILMN_1775348	0.86326197	3.99e-01	-8.56e-01	-5.71951	-4.17e-02	27886666	KCNH8	potassium voltage-gated channel subfamily H member 8
ILMN_1814044	0.86326197	3.99e-01	-8.56e-01	-5.71951	-4.17e-02	313151187	CABIN1	calcineurin binding protein 1
ILMN_1721392	0.86326197	3.99e-01	-8.56e-01	-5.71951	-4.17e-02	222537742	PTPRQ	protein tyrosine phosphatase, receptor type Q
ILMN_1774211	0.86326197	3.99e-01	8.56e-01	-5.71951	4.17e-02	210031195	TMPPE	transmembrane protein with metallophosphoesterase domain
ILMN_1806502	0.86326197	3.99e-01	8.56e-01	-5.71951	4.17e-02	291190764	ZNF165	zinc finger protein 165
ILMN_2059464	0.86326197	3.99e-01	-8.56e-01	-5.71951	-4.17e-02	23592221	OR5P2	olfactory receptor family 5 subfamily P member 2
ILMN_3183936	0.86326197	3.99e-01	-8.56e-01	-5.71951	-4.17e-02	NA		
ILMN_3203712	0.86326197	3.99e-01	8.56e-01	-5.71951	4.17e-02	NA		
ILMN_3246405	0.86326197	3.99e-01	-8.56e-01	-5.71951	-4.17e-02	181336469	LINC00930	long intergenic non-protein coding RNA 930
ILMN_3250914	0.86326197	3.99e-01	-8.56e-01	-5.71951	-4.17e-02	193083201	LINC00470	long intergenic non-protein coding RNA 470
ILMN_1668605	0.86326197	3.99e-01	8.56e-01	-5.71951	4.17e-02	109148549	NAAA	N-acylethanolamine acid amidase
ILMN_3234879	0.86326197	3.99e-01	-8.56e-01	-5.71951	-4.17e-02	609881210	LOC653786	otoancorin pseudogene
ILMN_1690757	0.86326197	3.99e-01	-8.56e-01	-5.71951	-4.17e-02	157502186	RSPH10B	radial spoke head 10 homolog B
ILMN_1812967	0.86326197	3.99e-01	-8.56e-01	-5.71951	-4.17e-02	974005399	CNPY3	canopy FGF signaling regulator 3
ILMN_1653636	0.86326197	3.99e-01	8.56e-01	-5.71951	4.17e-02	NA		
ILMN_1689565	0.86326197	3.99e-01	8.56e-01	-5.71951	4.17e-02	NA		
ILMN_1716488	0.86326197	3.99e-01	8.56e-01	-5.71951	4.17e-02	351721800	PACS1	phosphofurin acidic cluster sorting protein 1
ILMN_1763455	0.86326197	3.99e-01	8.56e-01	-5.71951	4.17e-02	145580633	VSTM1	V-set and transmembrane domain containing 1
ILMN_1768809	0.86326197	3.99e-01	8.56e-01	-5.71951	4.17e-02	1015809722	ZNF134	zinc finger protein 134
ILMN_1773952	0.86326197	3.99e-01	8.56e-01	-5.71951	4.17e-02	NA		
ILMN_3211472	0.86326197	3.99e-01	-8.56e-01	-5.71951	-4.17e-02	254826702	ADCY10P1	adenylate cyclase 10, soluble pseudogene 1
ILMN_1707448	0.86326197	3.99e-01	-8.56e-01	-5.71951	-4.17e-02	568599828	CDK12	cyclin dependent kinase 12
ILMN_1739256	0.86326197	3.99e-01	-8.56e-01	-5.71951	-4.17e-02	667477947	BAHD1	bromo adjacent homology domain containing 1
ILMN_1759598	0.86326197	3.99e-01	8.56e-01	-5.71951	4.17e-02	84043959	DLX5	distal-less homeobox 5
